tag,tag_hash,device,K,N_COND_TRAIN,TIME_STEPS_trainDM,DM_BATCH_trainDM,VAR_MODE,VAR_Y_physical,VAR_U_physical,VAR_V_physical,y_std_trainV,ADD_NOISE_TO_TRAIN_V,VAR_U_gen_mean,VAR_U_gen_min,VAR_U_gen_max,VAR_V_gen_mean,VAR_V_gen_min,VAR_V_gen_max,VAR_Y_gen_mean,VAR_Y_gen_min,VAR_Y_gen_max,FN_width,FN_layers,epochs,lr,t_load_prep_s,t_dm_label_total_s,t_dm_label_per_sample_s,t_build_train_tensors_s,t_train_total_s,t_train_per_epoch_s,best_epoch,best_train_loss,t_lossplot_save_s,t_pure_nn_infer_avg_s_per_batch,t_pure_nn_infer_avg_s_per_sample,nn_infer_batch_size,t_nn_e2e_testcase_1_s,t_nn_e2e_testcase_2_s,DM_pure_Nsamp_test,DM_pure_time_steps,DM_pure_batch,t_dm_pure_testcase_1_total_s,t_dm_pure_testcase_1_per_sample_s,t_dm_pure_testcase_2_total_s,t_dm_pure_testcase_2_per_sample_s,dm_train_out_path,fn_model_path,fn_stats_path,fn_loss_png,dm_pure_out_path_testcase_1,dm_pure_out_path_testcase_2,variance_json,variance_txt
elliptic_pde_N5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_FNw128_FNlayers1_K_20000,836f5dc5c1,cuda,20000,5000,1000,1000,physical_to_normalized,1e-06,0.01,1e-05,0.0025,True,3.024940193e-02,2.002972737e-02,4.026893899e-02,4.029975533e-01,1.331790090e-01,9.408073425e-01,4.029975459e-02,1.331790164e-02,9.408073127e-02,128,1,20000,0.001,0.579808,206.444726,4.128894525e-02,0.000996,15.435950,7.717974782e-04,19977,2.425419912e-02,0.281766,8.828639984e-05,1.765727997e-08,5000,0.009372,0.011877,5000,1000,1000,206.229602,4.124592047e-02,206.197542,4.123950844e-02,/.../conditional_diffusion_experiments/elliptic_pde_results/samples_regen_dmtrain_5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_836f5dc5c1_K_20000.npy,/.../conditional_diffusion_experiments/elliptic_pde_results/FN_trained_model_elliptic_pde_N5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_FNw128_FNlayers1_K_20000_836f5dc5c1_K_20000.pth,/.../conditional_diffusion_experiments/elliptic_pde_results/FN_trained_model_elliptic_pde_N5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_FNw128_FNlayers1_K_20000_836f5dc5c1_stats_K_20000.pth,/.../conditional_diffusion_experiments/elliptic_pde_results/FN_training_loss_elliptic_pde_N5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_FNw128_FNlayers1_K_20000_836f5dc5c1_K_20000.png,/.../conditional_diffusion_experiments/elliptic_pde_results/DM_pure_samples_testcase_1_Nsamp_5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStdTrain_0.0025_T_1000_B_1000_K_20000.npy,/.../conditional_diffusion_experiments/elliptic_pde_results/DM_pure_samples_testcase_2_Nsamp_5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStdTrain_0.0025_T_1000_B_1000_K_20000.npy,/.../conditional_diffusion_experiments/elliptic_pde_results/variance_report_elliptic_pde_N5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_FNw128_FNlayers1_K_20000_836f5dc5c1_20000_K.json,/.../conditional_diffusion_experiments/elliptic_pde_results/variance_report_elliptic_pde_N5000_VARMODE_physical_to_normalized_VAR_Y_1e-06_VAR_U_0.01_VAR_V_1e-05_yStd_0.0025_FNw128_FNlayers1_K_20000_836f5dc5c1_20000_K.txt
