condition,seed,nn_generation_s,dm_generation_s,nn_proj_KL,nn_avgKL,dm_proj_KL,dm_avgKL
-0.25,1234,0.0034265518188476562,285.8191146850586,0.04045523365994487,0.007905835000185636,0.059845496033880556,0.010448056952440922
0.0,11241,0.003221750259399414,285.7990183830261,0.04565930780278265,0.007935196889514575,0.05625276668706433,0.010967651803318842
0.25,21248,0.0029473304748535156,285.8099434375763,0.041031577119190775,0.007711208115290327,0.055943450174218985,0.008931469359668744
