condition,seed,nn_generation_s,dm_generation_s,nn_proj_KL,nn_avgKL,dm_proj_KL,dm_avgKL
-0.25,1234,0.01027226448059082,335.534921169281,0.27244846863208366,0.14295943557161167,0.25498075977660317,0.13345198498272987
0.0,11241,0.010712385177612305,335.5069372653961,0.2135795898220848,0.08946227716023339,0.19280732119531066,0.08065659005925722
0.25,21248,0.011134862899780273,335.51131558418274,0.24320830256301773,0.13424749337730127,0.22957170587582246,0.12571050949977272
