condition,seed,nn_generation_s,dm_generation_s,nn_proj_KL,nn_avgKL,dm_proj_KL,dm_avgKL
-0.25,1234,0.003565073013305664,344.61174511909485,0.08564177987825929,0.0370546068019228,0.09254386390591046,0.03435222493217941
0.0,11241,0.003587007522583008,344.59003376960754,0.07408372698626413,0.022824539608194215,0.09781820331973654,0.0423469260854513
0.25,21248,0.003599882125854492,344.6070454120636,0.08009698253291972,0.03619780214898597,0.057750894628892414,0.02890802303792433
